claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
“Wage increases have exceeded” the cost of inflation.,Joe Biden,2024-06-04,2024-06-06 19:16:38,mixture,en,politifact.com
"Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",Donald Trump,2024-05-29,2024-06-06 20:43:21,false,en,politifact.com
Audio of President Joe Biden’s interview with Special Counsel Robert Hur leaked.,TikTok video,2024-06-05,2024-06-07 20:17:31,false,en,politifact.com
"""The last administration oversaw the largest increase in murders ever recorded.""",Joe Biden,2024-05-24,2024-06-10 16:28:37,mixture,en,politifact.com
Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,Eric Swalwell,2024-06-09,2024-06-10 22:27:01,false,en,politifact.com
Kansas City Chiefs said they refuse to participate in Pride Month because ‘it’s extremely woke.’,Facebook post,2024-06-08,2024-06-10 22:32:37,false,en,politifact.com
"“Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America.”",Donald Trump,2024-05-31,2024-06-13 21:23:30,false,en,politifact.com
"The number of people in the U.S. illegally is “upwards of 20, 25, maybe 30 million.”",Marco Rubio,2024-05-19,2024-06-13 21:26:03,false,en,politifact.com
"""Trump can’t be on the Texas ballot because of our state constitution.""",Threads,2024-06-08,2024-06-14 20:37:58,false,en,politifact.com
Video shows “two electric vehicles in a crash in Canada.”,Facebook post,2024-06-18,2024-06-18 21:25:25,false,en,politifact.com
The 9th Circuit Court of Appeals “just ruled Covid vax mandates unconstitutional.”, Robert F. Kennedy Jr.,2024-06-12,2024-06-18 21:57:24,false,en,politifact.com
Crime statistics “no longer include data from 30% of the country including the biggest and most violent cities.”,Donald Trump,2024-06-18,2024-06-18 22:33:38,false,en,politifact.com
The Trump administration “achieved the lowest African American unemployment rate and the lowest African American poverty rate ever recorded.”,Donald Trump,2024-06-15,2024-06-20 16:29:36,mixture,en,politifact.com
Cristiano Ronaldo was the only European soccer captain who did not wear a rainbow armband at Euro 2020.,Facebook Post,2024-06-16,2024-06-21 14:37:06,false,en,politifact.com
"Pittsburgh Steelers coach “directs team to not participate in pride month” calling it ""woke crap""",Facebook Post,2024-06-09,2024-06-21 14:38:34,false,en,politifact.com
"Video shows Kelly Clarkson divulging her “weight loss tips.”
",Viral image,2024-04-13,2024-06-21 20:45:04,false,en,politifact.com
"An “E.T. the Extra-Terrestrial” sequel is coming out in 2025.
",Viral image,2024-04-13,2024-06-21 20:47:11,false,en,politifact.com
"“Michelle Obama humiliated after embarrassing photo emerges.”
",Viral image,2024-04-16,2024-06-21 20:48:01,false,en,politifact.com
"President Joe Biden’s “FCC pick just withdrew after being humiliated by Senator J.D. Vance” in April.
",Viral image,2024-04-03,2024-06-21 20:48:32,false,en,politifact.com
"""Apple is … about to start charging us to use the FaceTime feature.”",Threads post,2024-06-17,2024-06-21 20:49:14,false,en,politifact.com
"Ben Shapiro posted on X about his sister and Sydney Sweeney.
",Instagram post,2024-03-31,2024-06-21 20:53:48,false,en,politifact.com
"Video shows Russian President Vladimir Putin saying Biblical figures were “all Black.”
",Viral image,2024-03-24,2024-06-21 21:23:03,false,en,politifact.com
"Video proves “Pfizer CEO is a reptile.”
",Viral image,2024-03-21,2024-06-21 21:23:46,false,en,politifact.com
"“Dr. Ben Carson discovered 3 completely natural ingredients that resulted in headaches disappearing, blood cholesterol levels lowering, and elevated blood pressure disappearing.”
",Facebook posts,2024-03-21,2024-06-21 21:24:15,false,en,politifact.com
"Image shows elephants running for higher ground in the “past few weeks.”
",Instagram posts,2024-03-19,2024-06-21 21:25:00,false,en,politifact.com
"Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”
",Instagram posts,2024-03-28,2024-06-21 21:00:45,false,en,politifact.com
"“Buttigieg praises cargo ship for helping dismantle racism in American roads.”
",Viral image,2024-03-27,2024-06-21 21:01:19,false,en,politifact.com
"Photo shows “a black figure on the bridge before it collapsed.”
",Facebook posts,2024-03-26,2024-06-21 21:02:01,false,en,politifact.com
"Photos are evidence a computer-generated Princess Kate appeared in her recent cancer treatment announcement.
",Viral image,2024-03-23,2024-06-21 21:02:39,false,en,politifact.com
"“Trump calls for Prince Harry to leave U.S.”
",Facebook posts,2024-03-20,2024-06-21 21:03:08,false,en,politifact.com
"Georgia district attorney Fani Willis was disbarred.
",Facebook posts,2024-03-21,2024-06-21 21:26:40,false,en,politifact.com
"U.S. Rep. Alexandria Ocasio-Cortez said, “The moon is more important than the sun as the moon gives us light at night when it is dark out. The sun only gives us light during the day when it is already light out.”
",Viral image,2024-04-23,2024-06-21 20:34:46,false,en,politifact.com
"Photos show the scene of an accident that left an unidentified woman in a coma after a “hit and run incident.”
",Facebook posts,2024-04-29,2024-06-21 20:35:23,false,en,politifact.com
"“Judge Merchan says Trump will be arrested if he misses any day of the trial, even for Barron’s graduation.”
",Viral image,2024-06-22,2024-06-21 20:35:53,false,en,politifact.com
"Lauren Boebert posted, “If they charge President Trump for his crimes, they could charge any of us for our crimes. The rule of law means nothing to these people.”
",Viral image,2024-04-22,2024-06-21 20:36:22,false,en,politifact.com
"California Assembly Bill 1955 “would allow schools to secretly, socially and perhaps medically transition your child without your knowledge and consent.""
",Instagram post,2024-06-16,2024-06-21 20:36:46,false,en,politifact.com
"Photo shows Stormy Daniels wearing a mushroom-patterned dress to court April 22.
",Viral image,2024-04-22,2024-06-21 20:37:17,false,en,politifact.com
"“Reba McEntire faces serious charges.”
",Facebook posts,2024-02-29,2024-06-21 20:37:53,false,en,politifact.com
"Former President Donald Trump “didn’t attend the graduations” of his other children.
",Threads post,2024-04-19,2024-06-21 20:38:34,false,en,politifact.com
"A photo shows a mine for “lithium for electric cars.”
",Viral image,2024-04-14,2024-06-21 20:39:18,false,en,politifact.com
"Former President Donald Trump didn’t attend daughter Ivanka Trump’s graduation.
",Threads post,2024-04-18,2024-06-21 20:40:42,false,en,politifact.com
"“BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.”
",Viral image,2024-04-13,2024-06-21 20:42:13,false,en,politifact.com
"Video shows Russian President Vladimir Putin revealing “that Jesus was Black.”
",Viral image,2024-03-22,2024-06-21 21:22:14,false,en,politifact.com
"Kelly Clarkson is promoting weight loss gummies or other diet products.
",Facebook posts,2024-04-18,2024-06-21 20:39:51,false,en,politifact.com
Donald Trump’s plan is “cutting Social Security for you.”,Joe Biden,2024-04-04,2024-06-21 21:27:01,mostly false,en,politifact.com
"“BREAKING: Top CNN host is out as ratings collapse.”
",Facebook posts,2024-03-21,2024-06-21 21:28:43,false,en,politifact.com
"Photos show former CNN correspondent Barbara Starr “on the scene as a witness crisis actor,” proving mass shootings were staged.
",Viral image,2024-03-13,2024-06-21 21:29:30,false,en,politifact.com
"South Dakota Gov. Kristi Noem said, “At least I have the guts to look in the eyes of the animal I’m killing!”
",Viral image,2024-05-08,2024-06-21 21:31:52,false,en,politifact.com
"FEMA is giving applicants $1,000 checks “next week.”
",Facebook posts,2024-03-20,2024-06-21 21:30:05,false,en,politifact.com
"Video shows a “Piers Morgan Uncensored” segment about a remedy that “cures diabetes in two to three weeks.”
",Viral image,2024-04-28,2024-06-24 18:02:50,false,en,politifact.com
"As of April 24, “there was active military in 360 U.S. cities awaiting a Supreme Court announcement ‘that will rock the world’ and trigger cabal deep state planned protests.”
",Facebook posts,2024-04-25,2024-06-24 18:03:18,false,en,politifact.com
"“Airbnb is expecting large-scale government actions and lockdowns to begin on June 6, 2024, according to a newly obtained email.”
",Viral image,2024-04-26,2024-06-24 18:03:46,false,en,politifact.com
"Four people “tested positive” after a Texas pool was “infected with AIDS.”
",Viral image,2024-04-27,2024-06-24 18:04:13,false,en,politifact.com
"“Donald Trump wants to build an ‘iron dome’ at the border of our country to ‘defend us’ from Canada.”
",Threads posts,2024-05-01,2024-06-24 18:04:42,false,en,politifact.com
"U.S. News & World Report reported that actor Keanu Reeves rejected a “‘woke’ movie offer.”
",Facebook posts,2024-05-01,2024-06-24 18:05:39,false,en,politifact.com
"Video shows Dr. Mehmet Oz promoting his “exclusive pills” to lose weight.
",Facebook posts,2024-05-01,2024-06-24 18:06:22,false,en,politifact.com
"An executive order proves President Joe Biden “isn’t real and isn’t president.”
",Facebook posts,2024-04-29,2024-06-24 18:06:53,false,en,politifact.com
"President Joe Biden “can suspend presidential elections ‘if’ a new pandemic hits the U.S.” under Executive Order 14122.
",Viral image,2024-04-26,2024-06-24 18:10:46,false,en,politifact.com
"Video shows Brad Pitt promoting a hair loss product.
",Facebook posts,2024-04-30,2024-06-24 18:11:21,false,en,politifact.com
"Video shows a Fox News report about a fight featuring Dr. Mehmet Oz.
",Facebook posts,2024-05-01,2024-06-24 18:13:17,false,en,politifact.com
"A university professor said on X, “Misgendering a pet can result in serious microsubconscious distress.”
",Viral image,2024-05-01,2024-06-24 18:11:58,false,en,politifact.com
"“The US Women's team has made it clear that they will resign immediately if the Olympic Committee allows Lia Thomas to try out.”
",Facebook posts,2024-04-30,2024-06-24 18:13:55,false,en,politifact.com
"Photo shows “Palestine misspelled on the stairs” of Columbia University.
",Viral image,2024-05-07,2024-06-24 18:14:37,false,en,politifact.com
"Second Boeing Whistleblower Killed In 2 Months!
",Facebook posts,2024-05-04,2024-06-24 18:15:08,false,en,politifact.com
"Video proves the moon landing was a hoax.
",Viral image,2024-04-12,2024-06-24 18:15:36,false,en,politifact.com
"“In an interview with People magazine,” Kelly Clarkson “said she will file a lawsuit over keto ads on Facebook.”
",Facebook posts,2024-05-06,2024-06-24 18:16:10,false,en,politifact.com
"“The king of Denmark waved the Palestinian flag from the balcony in support of Palestine.”
",Viral image,2024-05-12,2024-06-24 18:19:00,false,en,politifact.com
"Video shows “Chicago ceremonially raises the Palestinian flag.”
",Viral image,2024-05-13,2024-06-24 18:19:38,false,en,politifact.com
"“Elon Musk confirms — ’The rapture is going to happen VERY soon.’”
",Facebook posts,2024-05-15,2024-06-24 18:21:27,false,en,politifact.com
"Stormy Daniels said former President Donald Trump yelled, “I’m yuge! I’m the greatest,” before falling asleep.
",Viral image,2024-05-07,2024-06-24 18:16:44,false,en,politifact.com
"“Jay-Z paid more than $20 million to country radio stations to play Beyoncé songs so she’d top the Billboard country charts.”
",Facebook posts,2024-05-07,2024-06-24 18:17:07,false,en,politifact.com
"“Truth Social is shut down, no longer operable.”
",Threads posts,2024-05-03,2024-06-24 18:17:36,false,en,politifact.com
"“There is no campaigning going on, none whatsoever.”
",Facebook posts,2024-05-04,2024-06-24 18:18:03,false,en,politifact.com
"“George Soros is a roaring, cold-blooded Nazi sociopath.”
",Instagram posts,2024-05-09,2024-06-24 18:18:26,false,en,politifact.com
"This video shows BBC News reporting on the “tragic end of Elon Musk.”
",Facebook posts,2024-05-06,2024-06-24 18:20:51,false,en,politifact.com
"Image shows a “huge snake found by a hiker near South Carolina creek.”
",Threads posts,2024-05-13,2024-06-24 18:20:18,false,en,politifact.com
Video shows a banner with Iran’s supreme leader displayed at the Brooklyn Museum.,Instagram posts,2024-06-22,2024-06-24 21:42:26,false,en,politifact.com
"Video shows CNN report about actor Robert Downey Jr.’s app “to earn money.”
",Viral image,2024-05-07,2024-06-25 01:11:38,false,en,politifact.com
"“Colin Kaepernick was fired from his new high school coaching job after just one season” because ""the kids couldn't stand him.""
",Facebook posts,2024-05-10,2024-06-25 01:12:03,false,en,politifact.com
"“Breaking News: The Grand Ole Opry Bans Beyoncé For Life, ‘Go Play Dress-Up, You’re Not Country.’”
",Facebook posts,2024-05-16,2024-06-25 01:12:30,false,en,politifact.com
"“U.S. Olympic committee says Lia Thomas is welcome to try out for the men’s team.”
",Facebook posts,2024-05-13,2024-06-25 01:12:58,false,en,politifact.com
"“Dr. Sebi’s daughter was sentenced to 155 years in prison for revealing top secret health hacks.”
",Facebook posts,2024-05-14,2024-06-25 01:13:22,false,en,politifact.com
"Kansas City Chiefs coach Andy Reid “says he’ll stand with Harrison Butker: ‘If they get rid of Harison, they get rid of me.'”
",Viral image,2024-05-19,2024-06-25 01:13:47,false,en,politifact.com
"“UN troops to be deployed across U.S. as Pentagon prepares for ‘civil unrest.’”
",Viral image,2024-05-19,2024-06-25 01:14:13,false,en,politifact.com
"“Travis Kelce takes a stand, ‘I will resign if Harrison Butker is on the team next season.’”
",Viral image,2024-05-20,2024-06-25 01:14:39,false,en,politifact.com
"“Kansas City cancels three Pearl Jam shows at Arrowhead Stadium: ‘We stand with Harrison Butker.’”
",Viral image,2024-05-22,2024-06-25 01:15:05,false,en,politifact.com
"“Beyoncé offered Kid Rock millions to join him on stage at a few of his shows.”
",Facebook posts,2024-05-21,2024-06-25 01:15:30,false,en,politifact.com
"NFL referees “flex their authority, eject five players” for kneeling during the national anthem.
",Facebook posts,2024-05-21,2024-06-25 01:15:54,false,en,politifact.com
"Starbucks lattes contain semen.
",Facebook posts,2024-05-27,2024-06-25 01:16:24,false,en,politifact.com
"“Sunflowers are turning away from the sun because that’s not the sun.”
",Instagram posts,2024-05-16,2024-06-25 13:40:55,false,en,politifact.com
"“The Simpsons” predicted Sean Combs’ legal problems.
",Viral image,2024-05-23,2024-06-25 13:41:31,false,en,politifact.com
"Photo shows former President Donald Trump in police custody May 30.
",Viral image,2024-05-30,2024-06-25 13:42:04,false,en,politifact.com
"Video shows a crowd celebrating former President Donald Trump’s conviction.
",Viral image,2024-05-30,2024-06-25 13:43:59,false,en,politifact.com
“Walmart has announced starting June 3rd all locations in the U.S. will go back to 24hrs.”,Facebook posts,2024-05-29,2024-06-25 13:44:26,false,en,politifact.com
The U.S. Supreme Court ruled in May that “Texas SB-4 law is constitutional.”,Viral image,2024-05-28,2024-06-25 13:44:54,false,en,politifact.com
"Pfizer sued Barbara O’Neill “because she exposed secrets that will keep everyone safe from the bird flu outbreak.”
",Viral image,2024-05-28,2024-06-25 13:42:35,false,en,politifact.com
“Astronauts from the Challenger are alive!”,Viral image,2024-05-29,2024-06-25 13:43:00,false,en,politifact.com
"Fox News reported on Taco Bell instead of former President Donald Trump’s conviction.
truefalse
",Viral image,2024-06-01,2024-06-25 13:43:23,false,en,politifact.com
"Elon Musk said, “I’d rather drink sewer water than see Taylor Swift at the Super Bowl.”",Viral image,2024-05-23,2024-06-25 13:45:22,false,en,politifact.com
“Elon Musk sues The View and Whoopi Goldberg for $60 million.”,Facebook posts,2024-05-25,2024-06-25 13:45:47,false,en,politifact.com
“Kyle Rittenhouse’s mom is 38.”,Threads posts,2024-06-02,2024-06-25 13:46:14,false,en,politifact.com
"Photo shows former President Donald Trump’s probation officer.
",Viral image,2024-06-01,2024-06-25 19:29:52,false,en,politifact.com
"HarperCollins “removed 64,575 words from the Bible.”",Facebook posts,2024-05-29,2024-06-25 19:33:22,false,en,politifact.com
"Former President Donald Trump “blew off his post-sentencing probation report.”
",Threads posts,2024-06-03,2024-06-25 19:30:16,false,en,politifact.com
"“Denzel Washington rejects $100 million Disney offer to work with ‘woke’ Robert De Niro.”
",Facebook posts,2024-06-04,2024-06-25 19:30:42,false,en,politifact.com
"“Elon Musk invests $1 billion in Mel Gibson and Mark Wahlberg’s new un-woke production studio.”
",Viral image,2024-06-03,2024-06-25 19:31:09,false,en,politifact.com
"U.S. Rep. Marjorie Taylor Greene said dinosaurs used to be called “by their biblical name … dragons.”
",Threads posts,2024-06-06,2024-06-25 19:31:35,false,en,politifact.com
"“James Woods leaves Hollywood to join Mel Gibson’s new non-woke film studio.”
",Facebook posts,2024-06-02,2024-06-25 19:32:11,false,en,politifact.com
Photo shows actor Chris Evans signing a bomb amid the assault on Gaza.,Viral image,2024-06-01,2024-06-25 19:32:56,false,en,politifact.com
"Photo shows the scene of a fatal crash that killed a Filipino artist.
",Facebook posts,2024-06-09,2024-06-25 19:33:58,false,en,politifact.com
Fuddruckers is “closing ALL locations.”,Instagram posts,2024-05-22,2024-06-25 19:35:02,false,en,politifact.com
"Photo shows “the Sandy Hook girls that did not die like they said they did!”
",Viral image,2024-06-04,2024-06-25 19:34:31,false,en,politifact.com
Ancestry.com proves President Joe Biden “is not real.”,Instagram posts,2024-06-12,2024-06-25 19:36:02,false,en,politifact.com
"Video shows “U.S. Navy deploys in Miami due to Russian warships 6/12.”
",Viral image,2024-06-12,2024-06-25 19:36:32,false,en,politifact.com
"Video shows a man interrupting White House Press Secretary Karine Jean-Pierre on “The View.”
",Viral image,2024-06-19,2024-06-25 19:37:20,false,en,politifact.com
"Fox News reported that the U.S. Department of Health and Human Services “formally endorses Barbara O’Neill’s ‘US without diabetes’ initiative.”
",Viral image,2024-06-11,2024-06-25 19:35:33,false,en,politifact.com
Caitlin Clark has been named to the U.S. women’s Olympic basketball team after Brittney Griner was released for “undisclosed reasons.”,Threads posts,2024-06-15,2024-06-25 19:37:48,false,en,politifact.com
"“Justin Timberlake allegedly had traces of molly, poppers, Truvada, and coke in his bloodstream following his DWI arrest in New York.”",Viral image,2024-06-18,2024-06-25 19:38:11,false,en,politifact.com
"Video shows “fences have been installed around the Supreme Court” in 2024.
",Viral image,2024-06-24,2024-06-25 19:38:43,false,en,politifact.com
"“Lia Thomas ordered to compete with men.”
",Facebook posts,2024-06-22,2024-06-25 21:58:01,false,en,politifact.com
"“Lia Thomas announces retirement from competitive swimming.”
",Viral image,2024-06-19,2024-06-25 21:58:25,false,en,politifact.com
"“Lia Thomas declares: ‘In our country, only people like (Harrison) Butker have a place — I’m leaving the USA.”
",Viral image,2024-06-20,2024-06-25 21:58:51,false,en,politifact.com
“Candace Owens vows to have Taylor Swift banned from next NFL season.”,Facebook posts,2024-06-18,2024-06-25 21:59:18,false,en,politifact.com
“Brittney Griner asked Angel Reese instead of Caitlin Clark to compete in the 3x3 Olympics.”,Threads posts,2024-06-23,2024-06-25 22:25:17,false,en,politifact.com
"Image shows Disney+ poster for new “Vader” show.
",Facebook posts,2024-06-18,2024-06-25 22:25:59,false,en,politifact.com
“Caitlin Clark rejects $400 million deal from Nike” saying “not with that Kaepernick clown.’”,Facebook Post,2024-06-21,2024-06-26 18:24:56,false,en,politifact.com
“Caitlin Clark has officially joined the Canadian women's Olympic team.”,Threads post,2024-06-19,2024-06-26 18:40:33,false,en,politifact.com
CERN scientists admit they “accidentally” ended the world in 2012 while performing experiments into the Higgs boson particle.,Threads post,2024-06-18,2024-06-26 21:04:32,false,en,politifact.com
Former President Donald Trump is “against mail in voting.”,Pennsylvania Values,2024-06-21,2024-06-26 21:16:17,mixture,en,politifact.com
All men aged 18 to 26 “have been automatically registered in the U.S. Army.”,Threads post,2024-06-16,2024-06-26 22:24:30,false,en,politifact.com
"""Hospitals murdered patients” with remdesivir, a drug banned from Ebola trials because of “53% kill rate.”",Instagram post,2024-06-24,2024-06-27 22:30:46,false,en,politifact.com
"“CNN will implement a 1-2 minute delay for tonight’s presidential debate instead of the standard 7-second delay, potentially allowing time to edit parts of the broadcast.”",X post,2024-06-28,2024-06-28 00:50:01,false,en,politifact.com
"Trump says Biden ""allowed millions of people to come in here from prisons, jails and mental institutions.""",Donald Trump,2024-06-28,2024-06-28 05:19:12,false,en,politifact.com
"""I've changed (the law) in the way that now you're in a situation where there are 40% fewer people coming across the border illegally.""",Joe Biden,2024-06-27,2024-06-28 05:23:46,mostly true,en,politifact.com
"Semiconductor jobs ""to build these chips … pay over $100,000. You don’t need a college degree for them.""",Joe Biden,2024-06-27,2024-06-28 05:24:16,mostly false,en,politifact.com
"Nancy Pelosi said ""I take full responsibility for Jan. 6.""",Donald Trump,2024-06-27,2024-06-28 05:29:55,false,en,politifact.com
"Biden ""allowed millions of people to come in here from prisons, jails and mental institutions.""",Donald Trump,2024-06-27,2024-06-28 05:24:53,false,en,politifact.com
"""Social Security, he's destroying it, because millions of people are pouring into our country, and they're putting them onto Social Security. They're putting them onto Medicare, Medicaid."" ",Donald Trump,2024-06-27,2024-06-28 05:29:37,false,en,politifact.com
"Biden ""indicted me because I was his opponent.""",Donald Trump,2024-06-27,2024-06-28 05:30:14,false,en,politifact.com
"""I’m the only president this century that doesn't have any, this decade, that doesn’t have any troops dying anywhere in the world like he did.""",Joe Biden,2024-06-27,2024-06-28 05:36:01,false,en,politifact.com
"""He caused this inflation. I gave him a country with … essentially no inflation. It was perfect.""",Donald Trump,2024-06-27,2024-06-28 05:36:42,mostly false,en,politifact.com
"""You look at the cost of food, where it's double, triple and quadruple.""",Donald Trump,2024-06-27,2024-06-28 05:38:49,false,en,politifact.com
"""The only jobs (Biden) created are for illegal immigrants and bounceback jobs, bounce back from the COVID.""",Donald Trump,2024-06-27,2024-06-28 05:42:24,false,en,politifact.com
"""He wants to raise your taxes by four times. He wants to raise everybody's taxes by four times.""",Donald Trump,2024-06-27,2024-06-28 05:43:59,false,en,politifact.com
"""Economists say (Trump’s proposed tariffs are) going to cost the average American $2,500 a year or more.""",Joe Biden,2024-06-27,2024-06-28 05:49:49,mostly true,en,politifact.com
"""What he's done to the Black population is horrible, including the fact that for 10 years, he called them super predators … in the 1990s.""",Donald Trump,2024-06-27,2024-06-28 05:45:45,false,en,politifact.com
"""We had no terror (attacks) under my administration.""",Donald Trump,2024-06-27,2024-06-28 05:46:56,false,en,politifact.com
"Trump ""wants to get rid of Social Security, he thinks there's plenty to cut in Social Security.""",Joe Biden,2024-06-27,2024-06-28 05:55:35,false,en,politifact.com
"""I gave you the largest tax cut in history.""",Donald Trump,2024-06-28,2024-06-28 05:55:36,false,en,politifact.com
"Black unemployment is the lowest level it’s been in a long, long time.""",Joe Biden,2024-06-27,2024-06-28 05:52:42,mostly true,en,politifact.com
"""We had the safest border in the history of our country.""",Donald Trump,2024-06-27,2024-06-28 05:56:31,mostly false,en,politifact.com
"""I said I’d never raise the tax on anybody if you're making less than $400,000. I didn’t.""",Joe Biden,2024-06-27,2024-06-28 05:54:53,mostly true,en,politifact.com
"Biden allowed in ""18 million people.""",Donald Trump,2024-06-27,2024-06-28 06:03:35,false,en,politifact.com
"While talking about a bipartisan border bill, ""by the way, the Border Patrol endorsed me, endorsed my position.""",Joe Biden,2024-06-27,2024-06-28 06:00:14,mixture,en,politifact.com
"“The problem (Democrats) have is they're radical, because they will take the life of a child in the eighth month, the ninth month, and even after birth.”",Donald Trump,2024-06-27,2024-06-28 06:17:31,false,en,politifact.com
“Actor and comedian Tim Allen died suddenly” in a “fatal car accident.”,Facebook Post,2024-06-24,2024-07-01 21:04:23,false,en,politifact.com
A jury “ordered Disney and Lucasfilm to pay” actor Gina Carano $115 million.,Facebook Post,2024-06-20,2024-07-02 19:34:27,false,en,politifact.com
"“Gordon Ramsay kicks Lia Thomas out of his restaurant, 'Dine in some woke place.'""",Facebook Post,2024-06-26,2024-07-02 20:14:07,false,en,politifact.com
The city of San Francisco posted street signs warning that “stolen goods must remain under $950.”,Instagram post,2024-06-30,2024-07-02 20:20:14,false,en,politifact.com
"Says as of June 30, “the decision has been made that (President Joe Biden) will quit the campaign.”",Bill O'Reilly,2024-06-30,2024-07-02 20:50:22,false,en,politifact.com
Photo shows a Houston woman baking bread in her mailbox.,Facebook Post,2024-06-24,2024-07-02 20:56:58,false,en,politifact.com
"Chiefs' Coach Andy Reid ""fires 3 top players for anthem kneeling.""",Facebook Post,2024-06-24,2024-07-02 20:58:06,false,en,politifact.com
"CNN's David Chalian referred to Michelle Obama as ""Big Mike"" on air during presidential debate coverage.",TikTok posts,2024-06-28,2024-07-02 21:06:27,false,en,politifact.com
"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”",Tom Cotton,2024-06-16,2024-07-03 11:33:02,mixture,en,politifact.com
"""President Zelenskyy’s wife orders 4 million dollar Bugatti” in Paris with U.S. tax money.",Instagram post,2024-07-01,2024-07-03 18:35:34,false,en,politifact.com
"Video shows Dr. Ben Carson promoting an erectile dysfunction treatment.
",Viral image,2024-06-21,2024-07-03 19:08:45,false,en,politifact.com
"“WNBA organizers have officially announced an investigation into the referees in all of Caitlin Clark's games for ignoring all dirty actions by her opponents against her.”
",Facebook posts,2024-06-28,2024-07-03 19:09:16,false,en,politifact.com
"Michael J. Fox “doesn’t have Parkinson’s disease.”
",Viral image,2024-07-01,2024-07-03 19:09:45,false,en,politifact.com
"“Just Stop Oil activists paint Taylor Swift’s private jets.”
",Viral image,2024-06-20,2024-07-03 19:10:13,false,en,politifact.com
"“R. Kelly has been released from United States of America Federal Prison, Chicago.”
",Instagram posts,2024-07-01,2024-07-03 19:10:43,false,en,politifact.com
"Photo shows a missing child in Pike County, Missouri.
",Facebook posts,2024-06-24,2024-07-03 19:11:13,false,en,politifact.com
"""Malaysia Airlines Flight MH370 returns after 10-year mystery""",Facebook Post,2024-06-28,2024-07-03 20:01:24,false,en,politifact.com
"""For 18 months under President Trump, not a single American was harmed in Afghanistan.”",Brigitte Gabriel,2024-07-02,2024-07-05 17:23:19,false,en,politifact.com
C-sections are coded as abortions in hospitals.,Threads post,2024-06-27,2024-07-05 18:44:23,false,en,politifact.com
"Photo shows “Roman tidal baths in Malta, still at sea level after thousands of years!”
",Facebook posts,2024-07-01,2024-07-05 21:10:37,false,en,politifact.com
"“Disney and Google bought the rights to the first King James Bible.”
",Facebook posts,2024-06-28,2024-07-05 21:11:09,false,en,politifact.com
"“In official capacity, Biden orders DOJ to arrest 6 justices of SCOTUS.”
",Viral image,2024-07-01,2024-07-05 21:20:44,false,en,politifact.com
"“Riley Gaines won $10 million against Whoopi Goldberg for defaming her reputation.”
",Facebook posts,2024-06-25,2024-07-05 21:11:37,false,en,politifact.com
Project 2025 mandates women carry “period passports” to “track their menstrual cycles” and “monitor pregnancies.”,Threads post,2024-07-07,2024-07-08 19:21:06,false,en,politifact.com
Photo shows Mount Etna erupting in Sicily in July 2024.,Facebook post,2024-07-06,2024-07-08 20:46:26,false,en,politifact.com
Video shows tornado caused by Hurricane Beryl in July 2024.,Facebook posts,2024-07-05,2024-07-09 21:48:40,false,en,politifact.com
"Video shows “huge green coloured meteor” on July 7, 2024, in Budapest, Hungary.",Threads post,2024-07-07,2024-07-09 22:14:17,false,en,politifact.com
"“Officially; Lia Thomas has lost every title.”
",Viral image,2024-06-28,2024-07-10 15:51:31,false,en,politifact.com
"Video shows “Florida beach tornado” July 7, 2024
",Viral image,2024-07-07,2024-07-10 15:52:10,false,en,politifact.com
"A McDonald’s billboard said, “Hey crypto bro’s we are hiring.”
",Viral image,2024-07-04,2024-07-10 15:53:47,false,en,politifact.com
"The Associated Press reported “prosecutors are reconsidering bringing charges against former President Donald J. Trump on child rape and molestation charges.”
",Threads posts,2024-07-07,2024-07-10 15:52:42,false,en,politifact.com
"“Roundabouts are causing tornadoes.”
",Viral image,2024-07-01,2024-07-10 15:53:07,false,en,politifact.com
CNN reported July 3 that “Joe has decided to drop out of the 2024 Presidential race and will be replaced by Hunter Biden.”,Threads posts,2024-07-03,2024-07-10 19:17:03,false,en,politifact.com
"Kamala Harris ""co-sponsored, fully sponsored"" the Green New Deal.",Byron Donalds,2024-07-07,2024-07-10 21:11:43,true,en,politifact.com
“Every single McDonald’s french fry comes exclusively from potatoes grown on Bill Gates-owned farmland.”,Facebook post,2024-07-08,2024-07-11 19:05:58,false,en,politifact.com
"In 2020, nine NATO members reached an alliance goal of spending at least 2% of their gross domestic product on defense, and that number rose to 23 members in 2024, recent NATO data shows.",Joe Biden,2024-07-09,2024-07-12 20:38:35,mostly true,en,politifact.com
List shows settlements Donald Trump made to 10- to 13-year-old victims of child sex crimes.,Threads post,2024-07-08,2024-07-12 20:52:42,false,en,politifact.com
"BBC News published a graphic quoting President Joe Biden saying, “Let me say this as clearly and simply as I can: [inaudible].”",Social media posts,2024-07-11,2024-07-12 21:29:24,false,en,politifact.com
